no,shop,name,rating,date,review_text
11,Kao Beauty & Personal Care,ธ***.,5,2024-08-18,เหมาะสำหรับผิวผสม รู้สึกสบายบนผิว ควบคุมน้ำมันและความเงางาม อ่อนโยนและไม่ระคายเคือง
12,Kao Beauty & Personal Care,ก***.,5,2024-07-21,สินค้าคุณภาพดีมากค่ะ ราคาไม่แพงค่ะ แพ็คสินค้าดีมากค่ะ ส่งสินค้าไวมากค่ะ การให้บริการจากผู้ขายดีมากค่ะ การให้บริการจากขนส่งดีมากค่ะ
13,Kao Beauty & Personal Care,Mann,5,2024-07-14,สินค้าดีมีคุณภาพจัดส่งเร็วของแท้แน่นอน ดีงาม ใช้งานได้ดีเยี่ยมมากที่สุดครับ ดีมากจัดส่งเร็วด้วยครับ
14,Kao Beauty & Personal Care,Pick G.,5,2024-02-10,ส่งไวมาก แพ็คสินค้ามาอย่างดี ใครหามันตัวนี้ดีมาก ใช้มานานแหละ พึ่งได้โปรดี ถูกกว่าข้างนอกเยอะ ต้องอุดหนุนอีก มีของแถมมาให้ด้วย ชอบ
15,Kao Beauty & Personal Care,K***.,5,2024-07-07,จัดส่งสินค้ารวดเร็ว ไม่ต้องรอนาน สินค้าได้รับถูกต้อง แพ็คมาเรียบร้อยดี ขนส่งมีโทรแจ้งล่วงหน้า ใช้ยี่ห้อนี้มานานเป็นประจำแล้ว ร้านนี้มั่นใจของแท้ แต่วันผลิตไม่ใหม่มาก เดือน 1223
16,Kao Beauty & Personal Care,N***.,5,2024-06-30,เหมาะสำหรับใช้ทุกวัน ช่วยปกป้องจากแสงแดดสูง เนียนและใช้ง่าย ปกป้องได้นาน ไม่ทำให้เกิดสิว ไม่ทำให้รูขุมขนอุดตัน
17,Kao Beauty & Personal Care,ก***.,5,2024-07-01,สินค้าคุณภาพดีมากค่ะ ราคาไม่แพงค่ะ แพ็คสินค้าดีมากค่ะ การให้บริการจากผู้ขายดีมากค่ะ การให้บริการจากขนส่งดีมากค่ะ
18,Kao Beauty & Personal Care,K***.,5,2023-12-29,คุณภาพ ดี เนื้อสัมผัส เนื้อโลชั่นไม่เหนียว ทาแล้วสบายผิว เหมาะกับอากาศร้อน ของไทย ประสิทธิภาพ ดี
19,Kao Beauty & Personal Care,S***.,5,2024-09-29,ยังไม่เคยลองสูตรนี้ ปกติใช้ที่เป็นสีเนื้อ แต่เห็นว่าแฟลตเซลล์เลยกดมาแบบถูกมาก ส่งฟรี ส่งไว ภูมิจายยยยยย
20,Kao Beauty & Personal Care,Suwannee C.,5,2024-09-11,เรียบเนียนและทาได้ง่าย ไม่ทำให้เกิดสิว ควบคุมน้ำมันและความเงางาม เหมาะสำหรับใช้ใต้เครื่องสำอาง ไม่ทิ้งคราบขาว รู้สึกสบายบนผิว
21,Kao Beauty & Personal Care,m***f,5,2024-09-04,ทางร้านจัดส่งไวมากค่ะ ประทับใจสุด ให้การปกป้องจากแสงแดดสูง ไม่ทิ้งคราบขาว น้ำหนักเบาและไม่มันเยิ้ม
22,Kao Beauty & Personal Care,F***S,5,2024-09-04,ให้การปกป้องจากแสงแดดสูง เหมาะสำหรับการใช้งานทุกวัน เรียบเนียนและทาได้ง่าย เหมาะสำหรับใช้ใต้เครื่องสำอาง ไม่ทิ้งคราบขาว รู้สึกสบายบนผิว
23,Kao Beauty & Personal Care,Nirin T.,5,2024-08-14,ไม่ทำให้เกิดสิว เหมาะสำหรับผิวผสม ทิ้งผิวด้าน น้ำหนักเบาและไม่มันเยิ้ม การป้องกันที่ยาวนาน ให้การปกป้องจากแสงแดดสูง
24,Kao Beauty & Personal Care,A***8,5,2024-08-03,ค้าตรงปก ใช้ดีซื้อประจำ ส่งไวมาก ที่สำคัญราคาดีสุด คุณภาพดีมาก เนื้อสัมผัสดีมาก ประสิทธิภาพดีมาก
25,Kao Beauty & Personal Care,L***L,5,2024-07-27,เนียนและใช้ง่าย เหมาะสำหรับผิวผสม ช่วยควบคุมความมันและความเงา ช่วยควบคุมความมันและความเงา ปกป้องได้นาน ปกป้องได้นาน ปกป้องได้นาน ปกป้องได้นาน
26,Kao Beauty & Personal Care,คุณธนัญญา แ.,5,2024-07-26,ช่วยปกป้องจากแสงแดดสูง ช่วยปกป้องจากแสงแดดสูง ทิ้งผลลัพธ์เป็นเนื้อเรียบ ทิ้งผลลัพธ์เป็นเนื้อเรียบ
27,Kao Beauty & Personal Care,น.ส. ส.,5,2024-07-10,ช่วยควบคุมความมันและความเงา ไม่ทำให้เกิดสิว ไม่เหลือเชื้อขาวบนผิว ทิ้งผลลัพธ์เป็นเนื้อเรียบ ปกป้องได้นาน
28,Kao Beauty & Personal Care,Penkae​ T.,5,2024-06-28,คุณภาพเนื้อโลชั่นบางเบา ซึมง่าย ให้หน้า ประกาย เนื้อสัมผัสทาแล้วไม่เป็นคราบ บางเบา ไม่เยิ้มเมื้อเจอเหงื่อ ประสิทธิภาพ
29,Kao Beauty & Personal Care,j***.,5,2024-05-30,ช่วยให้เมคอัพเกิดฐานเนียน ไม่เหลือเชื้อขาวบนผิว ช่วยควบคุมความมันและความเงา ทิ้งผลลัพธ์เป็นเนื้อเรียบ ช่วยปกป้องจากแสงแดดสูง
30,Kao Beauty & Personal Care,V***.,5,2024-05-25,ช่วยควบคุมความมันและความเงา ช่วยให้เมคอัพเกิดฐานเนียน ช่วยให้เมคอัพเกิดฐานเนียน ช่วยควบคุมความมันและความเงา
31,Kao Beauty & Personal Care,กอพร อ.,5,2024-05-01,จัดส่งรวดเร็ว ของมีคุณภาพราคาถูกแพคมาอย่างดี ของไม่ชำรุดเสียหาย ไว้หมดสั่งอีกนะคะ ถูกกว่าไปซื้อที่ร้านส่งตรงถึงบ้าน
32,Kao Beauty & Personal Care,ทศพล จ.,5,2024-04-20,ช่วยปกป้องจากแสงแดดสูง อ่อนโยนและไม่ทำให้ผิวระคายเคือง เบาสบายและไม่มีความมัน เหมาะสำหรับใช้ทุกวัน
33,Kao Beauty & Personal Care,N***e,5,2024-06-08,รู้สึกสบายบนผิว เบาสบายและไม่มีความมัน เหมาะสำหรับผิวผสม ปกป้องได้นาน ดีสำหรับใช้ใต้เมคอัพ
34,Kao Beauty & Personal Care,Penpisut R.,5,2024-09-18,เหมาะสำหรับการใช้งานทุกวัน เรียบเนียนและทาได้ง่าย เหมาะสำหรับผิวผสม การป้องกันที่ยาวนาน
35,Kao Beauty & Personal Care,ส***.,5,2024-04-27,ร้านจัดส่งเร็วดีค่ะพนักงานโทรแจ้งก่อนนำส่งสั่งซื้อสินค้าช่วงลดราคาพอดีสินค้าใช้ดีหน้าไม่มัน
36,Kao Beauty & Personal Care,จุฑามาศ ส.,5,2024-09-11,ไม่ทิ้งคราบขาว เหมาะสำหรับผิวผสม ให้ฐานที่เรียบเนียนสำหรับการแต่งหน้า รู้สึกสบายบนผิว
37,Kao Beauty & Personal Care,9***1,5,2024-05-16,ช่วยควบคุมความมันและความเงา ดีสำหรับใช้ใต้เมคอัพ เนียนและใช้ง่าย เหมาะสำหรับใช้ทุกวัน
38,Kao Beauty & Personal Care,w***.,5,2024-09-11,อ่อนโยนและไม่ระคายเคือง ไม่อุดตันรูขุมขน รู้สึกสบายบนผิว เหมาะสำหรับการใช้งานทุกวัน
39,Kao Beauty & Personal Care,ไ***.,5,2023-11-04,ส่งสินค้าไวมาก ได้รับสินค้าไวมากกก สินค้ามีการแพ็คมาอย่างดี ห่อ ห่อกันกระแทกไว้ ต้องลองใช้ก่อน
40,Kao Beauty & Personal Care,T***y,5,2024-05-24,ได้รับสินค้าครบตามที่สั่ง การจัดส่งรวดเร็วดีค่ะ ยังไม่เคยใช้ เพิ่งซื้อมาลองใช้ครั้งแรก
41,Kao Beauty & Personal Care,ว***.,4,2024-06-12,ช่วยปกป้องจากแสงแดด ช่วยปกป้องจากแสงแดด ช่วยปกป้องจากแสงแดด ช่วยปกป้องจากแสงแดดดดดดดดด
42,Kao Beauty & Personal Care,ปาริฉัตร ม.,5,2024-04-23,ช่วยควบคุมความมันและความเงา ไม่ทำให้รูขุมขนอุดตัน ปกป้องได้นาน ทิ้งผลลัพธ์เป็นเนื้อเรียบ
43,Kao Beauty & Personal Care,จ***.,5,2021-04-09,ได้ของมาครบตามที่สั่ง ราคาถูกก ซื้อที่อื่น และมีของแถมมาด้วย เป็นปลื้มมากค่ะ มีสั่งรอบต่อไปแน่นอน
44,Kao Beauty & Personal Care,N***5,5,2023-03-28,ร้านค้าจัดส่งสินค้ารวดเร็วมากคุณภาพสินค้าดีแนะนำให้ซื้อร้านนี้เลยค่ะครั้งต่อไปซื้ออีกแน่นอนค่ะ
45,Kao Beauty & Personal Care,ส***.,5,2023-01-04,สวยงาม ตรงปก ราคาดีงาม ใช้โปร 1212 ส่งเร็วนรอแค่แปปเดียวววว มีหลายแบบ ซื้อไว้แจกปีใหม่ ลูกหลานชอบ เพื่อนฝูงถูกใจ ใช้ประโยชน์ได้จริงๆ
46,Kao Beauty & Personal Care,•ᴥ•,5,2022-12-12,คอลเลคชั่นที่ทั้งเด่นทั้งดังขายดีแบบปัง ไม่ว่าจะเข้ามาเพิ่มกี่รอบ ก็ปังทุกรอบ ถือว่าเป็น คอลเลคชั่นในตำนาน เลยก็ว่าได้
47,Kao Beauty & Personal Care,*******662,5,2022-05-07,ขอบคุณมากกกกที่ส่งสินค้าที่มีคุณภาพมา นะคะ
48,Kao Beauty & Personal Care,*******291,5,2024-04-07,ไม่เหลือเชื้อขาวบนผิว เหมาะสำหรับผิวผสม ดีสำหรับใช้ใต้เมคอัพ เนียนและใช้ง่าย เนียนและใช้ง่าย
49,Kao Beauty & Personal Care,ระพีพร เ.,5,2024-03-17,อ่อนโยนและไม่ทำให้ผิวระคายเคือง เบาสบายและไม่มีความมัน ช่วยควบคุมความมันและความเงา ไม่ทำให้เกิดสิว เหมาะสำหรับใช้ทุกวัน ดีสำหรับใช้ใต้เมคอัพ ไม่เหลือเชื้อขาวบนผิว
50,Kao Beauty & Personal Care,K***g,5,2022-01-13,ช้านิดหน่อยเพราะสั่งช่วงปีใหม่แต่ก็โอเคค่า ของแพคมาดีค่ะ
51,Kao Beauty & Personal Care,อัจฉรา ศ.,5,2024-06-29,เบาสบายและไม่มีความมัน รู้สึกสบายบนผิว เนียนและใช้ง่าย
52,Kao Beauty & Personal Care,Nichabhat B.,5,2024-03-26,แพคของมาอย่างดีค่ะ ไม่มีปัญหาอะไร ใช้ประจำอยู่แล้ว จะมาซื้อเรื่อย ๆ ค่ะ แต่จะเป็นช่วงลดราคานะคะ
53,Kao Beauty & Personal Care,หยาดพิรุณ ห.,5,2024-03-24,จัดส่งไว ทิ้งผลลัพธ์เป็นเนื้อเรียบ เนียนและใช้ง่ายเหมาะสำหรับใช้ทุกวันไม่ทำให้เกิดสิว
54,Kao Beauty & Personal Care,warinee C.,5,2024-08-30,ใช้ดีจริงซึมซาบ ไม่เหนียวเหนอะหนะใช้ดี
55,Kao Beauty & Personal Care,Pongprapun S.,5,2023-05-31,คุณภาพคุณภาพดีตามมาตรฐาน เนื้อสัมผัสซึมไว ไม่เหนียวเหนอะหนะ ประสิทธิภาพดีอยู่แล้ว ซื้อซ้ำใช้มาหลายปี ของ แท้แน่นอน ราคาดีมาก ใช้คูปองส่วนลดได้อีก
56,Kao Beauty & Personal Care,ธ***.,5,2024-02-06,อ่อนโยนและไม่ทำให้ผิวระคายเคือง ดีสำหรับใช้ใต้เมคอัพ ทิ้งผลลัพธ์เป็นเนื้อเรียบ ปกป้องได้นาน ไม่ทำให้รูขุมขนอุดตัน ไม่ทำให้เกิดสิว
57,Kao Beauty & Personal Care,T***a,5,2024-02-05,ร้านค้าจัดส่งสินค้ารวดเร็วแพ็คสินค้ามาเป็นอย่างดีมีกันกระแทก ขนส่งก็โทรมาแจ้งก่อน สินค้าตัวนี้ยังไม่เคยใช้แต่เชื่อในแบรนด์ว่าของดรคุณภาพ
58,Kao Beauty & Personal Care,ประภาพรรณ ล.,5,2024-02-25,ไปลองใช้ที่ร้านดรักสโตร์ รู้สึกว่าเนื้อครีมซึมง่าย ไม่เหนอะหนะ เลยซื้อใช้ ในช่วงโปร
59,Kao Beauty & Personal Care,ศ***.,5,2023-04-13,ได้รับสินค้าถูกต้องครบถ้วนตามที่สั่ง แพ็คสินค้ามาดีไม่มีเสียหาย ของเค้าใช้ดีทุกตัวเลย มีของแถมให้ด้วยค่ะ
60,Kao Beauty & Personal Care,Pimpisa E.,5,2024-05-08,ใช้มานานจนนับหลอดไม่ถูกแล้วค่ะ
61,Kao Beauty & Personal Care,ทศพล จ.,5,2024-02-04,ช่วยควบคุมความมันและความเงา เหมาะสำหรับใช้ทุกวัน ไม่ทำให้รูขุมขนอุดตัน รู้สึกสบายบนผิว
62,Kao Beauty & Personal Care,Nuaim,5,2023-03-29,คอลเลคชั่นที่ทั้งเด่นทั้งดังขายดีแบบปัง ไม่ว่าจะเข้ามาเพิ่มกี่รอบ ก็ปังทุกรอบ ถือว่าเป็น คอลเลคชั่นในตำนาน เลยก็ว่าได้
63,Kao Beauty & Personal Care,N***.,5,2024-04-03,ส่งไวเร็ว ของแท้ แพ็คดีครับ
64,Kao Beauty & Personal Care,ก***.,5,2024-01-08,คุณภาพ ใช้ดี หน้าไม่เทา หน้าไม่ลอย เนื้อสัมผัส เป็นแบบน้ำนมเนื้อสีขาว ประสิทธิภาพ กันแดดได้ดี ขนส่งส่งเร็วไม่เสียหายแพ็คมาอย่างดี
65,Kao Beauty & Personal Care,Thamonwan,5,2024-01-07,รู้สึกสบายบนผิว ไม่เหลือเชื้อขาวบนผิว ช่วยควบคุมความมันและความเงา เบาสบายและไม่มีความมัน เหมาะสำหรับใช้ทุกวัน
66,Kao Beauty & Personal Care,meauy,5,2021-09-17,สินค้าคุณภาพดีมาก เลยค่ะ ครบถ้วนตามที่สั่ง ตอบแชทรวดเร็วมาก ค่ะ พนักงานส่งสินค้าสุภาพดีค่ะ
67,Kao Beauty & Personal Care,N***.,5,2024-01-09,ได้รับสินค้าภายใน 3 วันหลังสั่งซื้อ ทางร้านแพคมาให้อย่างดีค่ะ ใช้แล้วโอเค ไว้อุดหนุนทางร้านใหม่
68,Kao Beauty & Personal Care,8***5,5,2024-04-06,แพ็คอย่างดี
69,Kao Beauty & Personal Care,KKaew M.,5,2024-03-31,ได้ของครบเรียบร้อย
70,Kao Beauty & Personal Care,S***t,5,2023-11-27,สิน ค้า คุณภาพ ดี มาก มาก คุ้ม ค่า คุ้ม ราคา ได้ ครบ ตาม สั่ง ร้านจัดเตรียมดี มาก คุ้ม ค่า คุ้ม ราคา
71,Kao Beauty & Personal Care,Surasak H.,5,2024-02-07,ราคาถูกกว่าในห้าง คุมมันได้ดีครับ ใช้มาตลอด
72,Kao Beauty & Personal Care,จุฑามาศ ส.,5,2024-05-06,สินค้าจัดส่งเร็วมาก บรรจุสินค้าแน่นหนาดีมาก สินค้าคุณภาพดีใช้แล้วหน้าไม่มันใช้มาตลอดค่ะ
73,Kao Beauty & Personal Care,ลักษณา ญ.,5,2024-09-25,ควบคุมน้ำมันและความเงางาม เหมาะสำหรับการใช้งานทุกวัน เหมาะสำหรับใช้ใต้เครื่องสำอาง รู้สึกสบายบนผิว
74,Kao Beauty & Personal Care,ก***.,5,2023-11-12,สินค้าคุณภาพดีมากค่ะ ราคาไม่แพงค่ะ แพ็คสินค้าดีมากค่ะ ส่งสินค้าไวมากค่ะ การให้บริการจากผู้ขายดีมากค่ะ การให้บริการจากขนส่งดีมากค่ะ
75,Kao Beauty & Personal Care,ก***.,5,2023-11-12,สินค้าคุณภาพดีมากค่ะ ราคาไม่แพงค่ะ แพ็คสินค้าดีมากค่ะ ส่งสินค้าไวมากค่ะ การให้บริการจากผู้ขายดีมากค่ะ การให้บริการจากขนส่งดีมากค่ะ
76,Kao Beauty & Personal Care,N***.,5,2023-08-12,คุณภาพดีเบาและหอมกลิ่นน้ำนม เนื้อสัมผัสละมุนน่าใช้ทาง่ายมากสบายผิวไม่หนักหน้า ประสิทธิภาพกันแดดได้ดีหน้าไม่มันเยิ้มหลังทาแล้ว
77,Kao Beauty & Personal Care,L***.,5,2021-03-28,ได้รับสินค้าแล้วค่ะ จัดส่งส่งรวดเร็วมากกกทันใจ ทันใช้งาน แพ็คสินค้าอย่างดี ไม่เสียหาย ราคาถูกคุ้มค่า กว่าไปซื้อในห้าง
78,Kao Beauty & Personal Care,I***m,5,2023-09-17,ได้รับสินค้าถูกต้องครบถ้วนตามที่สั่ง ร้านค้าจัดส่งสินค้ารวดเร็ว สินค้าไม่เสียหายคุณภาพดีตรงตามประกาศ ราคาไม่แพง
79,Kao Beauty & Personal Care,ทศพล จ.,5,2024-03-14,เนียนและใช้ง่าย รู้สึกสบายบนผิว ไม่เหลือเชื้อขาวบนผิว ทิ้งผลลัพธ์เป็นเนื้อเรียบ
80,Kao Beauty & Personal Care,N***s,5,2023-09-11,คุณภาพ ดีงามมากค่ะ ใช้แล้วติดใจ เนื้อสัมผัส เนื้อสัมผัสบางเบา ไม่เหนียวเหนอะหนะ ประสิทธิภาพ สามารถป้องกันแดดได้ดีมากค่ะ
81,Kao Beauty & Personal Care,B***.,5,2023-10-16,ประสิทธิภาพใช้ครีมกันแดดของบิโอเรมานานแล้ว ครีมซึมซับเร็วไม่เหนอะหนะ แห้งง่าย เบาสบายสุด ไปเลย
82,Kao Beauty & Personal Care,Rinlaphat M.,5,2023-10-30,เหมาะสำหรับผิวผสม เนียนและใช้ง่าย เนียนและใช้ง่าย ไม่เหลือเชื้อขาวบนผิว เบาสบายผิว
83,Kao Beauty & Personal Care,ว***.,5,2024-03-06,จัดส่งรวดเร็วมาก ได้รับสินค้าครบถ้วน ของแถมอลังการ จัดส่งรวดเร็วมาก ได้รับสินค้าครบถ้วน ของแถมอลังการ
84,Kao Beauty & Personal Care,0***5,5,2024-03-06,ดีสำหรับใช้ใต้เมคอัพ เบาสบายและไม่มีความมัน ช่วยปกป้องจากแสงแดดสูง รู้สึกสบายบนผิว
85,Kao Beauty & Personal Care,พัชรินทร์ ห.,5,2023-10-10,ส่งสินค้าเร็วมากค่ะ ราคาถูก ใช้ส่วนลดได้เยอะ คุ้มมาก เดี๋ยวรอให้มีคูปองมาอีกจะซื้อตุนใหม่
86,Kao Beauty & Personal Care,****0,5,2024-02-28,ได้รับพัสดุแล้วค่ะ ชอบใช้กันแดดตัวนี้เพราะมันกันน้ำกันเหงื่อดีมาก เนื้อสัมผัสทาลื่น เกลี่ยง่าย ประสิทธิภาพกันแดดดีเยี่ยม
87,Kao Beauty & Personal Care,อภิชา อ.,5,2023-06-18,สินค้าคุณภาพดีมากสั่งครั้งก่อนยังไม่หมดแต่เมื่อมีโปรดี ต้องรีบสั่งมาเก็บ ใช้นานๆ
88,Kao Beauty & Personal Care,w***.,5,2024-02-28,เหมาะสำหรับใช้ทุกวันได้รับสินค้าเรียบร้อย จัดส่งได้รวดเร็วทันใจมาก บรรจุภัณฑ์มาดีไม่เสียหาย
89,Kao Beauty & Personal Care,กวิตา พ.,5,2022-01-05,คุ้มมาก ถูกที่สุดตอนโปรและแท้จากข้อป
90,Kao Beauty & Personal Care,ภ***.,5,2024-08-06,คุณภาพอ่อนโยนและไม่ทำให้ผิวระคายเคือง ช่วยให้เมคอัพเกิดฐานเนียน เบาสบายและไม่มีความมัน
91,Kao Beauty & Personal Care,ช***.,5,2024-02-10,เหมาะสำหรับผิวผสม อ่อนโยนและไม่ทำให้ผิวระคายเคือง ไม่เหลือเชื้อขาวบนผิว เนียนและใช้ง่าย
92,Kao Beauty & Personal Care,Nusara,5,2024-02-10,ใช้แล้วคุมมันดีมากจริงๆ ค่ะ อยู่กรุงเทพฯ จัดส่งเร็วมากจนตกใจ วันเดียวถึงเลย ใช้คูปองซื้อช่วงลดราคา ได้ราคาดีมากค่ะ
93,Kao Beauty & Personal Care,ณ***า,5,2023-05-11,ครั้งนี้ซื้อ 9 ชิ้น จะซื้อเยอะแค่ไหน ก็ไม่เคยมีของแถมสักชิ้น อ่านรีวิวลูกค้าท่านอื่นที่ได้ของแถม ก็ต้องมาคิดว่าทำไมทางร้านต้องเลือกปฏิบัติกับเราขนาดนี้ เหมือนเราไม่ใช่ลูกค้า การกดดาวให้คะแนน คือ ต้องให้คะแนนทางร้าน 5 ดาว ถ้าไม่ใช่ 5 ดาว ก็กดส่งรีวิวนี้ไม่ได้
94,Kao Beauty & Personal Care,Aaleeb,1,2023-01-28,ขนส่งน่าเกลียดมากปรับปรุงด้วย ก่อนส่งไม่โทร วางของไว้นอกบ้าน หายรับผิดชอบไหม
95,Kao Beauty & Personal Care,Aaleeb,1,2022-12-20,แพคของไม่ดีเลยจ้า ขวดเปื้อนด้วยต้องเอามาล้างน้ำอีกหลายครั้งเลย เหมือนฝุ่นเยอะมาก
96,Kao Beauty & Personal Care,มยุลี ภ.,1,2021-09-21,การจัดส่งสุดแสนจะช้า ห่วยแตกที่สุดใน 3 โลก รอของนาน 10 วันเต็มหลังกดสั่ง คือโปร 9 เดือน 9 บริษัทมีแต่ความสามารถในการจัดโปร คือ เก่งมากจ้ะ แต่ ห่วยสุดจะบรรยาย แบบนี้อย่าขายเองเลย จงให้ อื่นที่เป็นมืออาชีพช่วยขายให้แบบเดิมอะดีแล้วเนาะ เข่น ไปอะไรไปเนาะ นี่ถ้าไม่ตามจิกตามจี้ก็คงไม่ได้ของนะ ถามไป วันที่ 17 กย ก็เลยได้ของ 19 กย สุด ไปเลยจ้า เอาไป 10 กะโหลก หาเปลี่ยน มั้ยย
97,Kao Beauty & Personal Care,Ratkamol T.,1,2022-11-16,เพิ่งเคยซื้อ ผ่านร้านออนไลน์ครั้งแรกบอกเลยว่าไม่ประทับใจ งงกับตรรกะการให้ของแถมมาก คือเราสั่งไปทั้งหมด 3 แต่ ที่มูลค่าน้อยที่สุดกลับได้ของแถมเยอะสุด คือ อื่นๆได้แค่แผ่นอนามัย 1 ซอง แต่ออเดอร์ที่มูลค่าน้อยที่สุดกลับได้แผ่นอนามัยบวกกับเอนชัวร์อีก 1 ซอง อีกทั้งร้านค้าโปรโมชั่นไม่ชัดเจนไม่สามารถอ่านได้ว่าต้องซื้อถึงมูลค่าเท่าไหร่ถึงจะได้ของแถมพนักงานก็ตอบคำถามค่อนข้างช้ามาก ก็เข้าใจอ่ะนะว่าออเดอร์เยอะมีลูกค้าสอบถามเข้ามาเยอะก็ไปคิดวิธีแก้ปัญหากันเอาเองแล้วกันนะสำหรับเราคง บาย
98,Kao Beauty & Personal Care,Arsarn K.,1,2023-03-06,ใส่กันกระแทกมา แต่กล่องก็ยังบุบ
99,Kao Beauty & Personal Care,นัชชา ก.,1,2021-11-29,ส่งสินค้าให้ผิดเสียเวลาแทนที่จะได้ใช้สินค้าตามที่สั่งซื้อแล้วต้องรอต่อไปในการเปลี่ยนสินค้ากลับไปกลับมาและโทรนัดจะมารับของก็ไม่ได้รักษาคำพูดตามกำหนด สรุปจนถึงตอนนี้ยังไม่ได้ใช้สินค้าเลย ซื้อครั้งแรกและครั้งเดียวพอแล้วค่ะ
100,Kao Beauty & Personal Care,a***.,3,2021-10-21,สินค้าคุณภาพดี ราคา ร้านจัดส่งเร็ว
101,Kao Beauty & Personal Care,ส***.,3,2024-01-12,ส่งไม่ช้าไม่เร็ว ได้ราคาตอนโปรถูกดี แต่ใช้เวลาทำ นาน บอก 1 เดือนให้รอตามนั้นนะ
102,Kao Beauty & Personal Care,M***.,4,2021-06-12,สินค้าโอเค แพ็คของมาดี แต่รอส่งนานมาก สั่ง7ได้ของ11 ส่งเร็วกว่านี้จะดีมาก เลย บางอันผลิตปี20เดือน10 ยังพอโอเคอยู่ บางอันผลิตปี21
103,Kao Beauty & Personal Care,ว***.,4,2024-06-12,ช่วยปกป้องจากแสงแดด ช่วยปกป้องจากแสงแดด ช่วยปกป้องจากแสงแดด ช่วยปกป้องจากแสงแดดดดดดดดด
104,Kao Beauty & Personal Care,N***.,4,2022-02-18,ได้รับสินค้าแล้วรวดเร็วดี ลองใช้แล้วเนื้อเป็นน้ำนม ควบคุมมันได้ดี สามารถเป็นเบสลงก่อนแต่งหน้าได้
105,Kao Beauty & Personal Care,อ***.,4,2024-07-05,มาดี ราคาไม่แพงแต่ผลิตตั้งแต่เดือน 1123 มิน่าทำไมราคาถูก ก็ต้องยอมรับนะชอบของลดราคา
